expected_group_id,group_key_current,group_size_current,bid_no,bid_ord,entry_key,project_name,notice_date,demand_org_name,review_status,review_note,suggested_decision,suggested_reason,group_title_variants,group_org_variants,group_bid_nos
draft-group-061,가칭강솔초등학교강현캠퍼스신축공사,1,R25BK00912346,000,r25bk00912346|000|(가칭)강솔초등학교-강현캠퍼스-신축공사-설계-공모,(가칭)강솔초등학교 강현캠퍼스 신축공사 설계 공모,20250618,서울특별시교육청 서울특별시강동송파교육지원청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)강솔초등학교 강현캠퍼스 신축공사 설계 공모,서울특별시교육청 서울특별시강동송파교육지원청,R25BK00912346
draft-group-062,가칭경상남도교육청생태환경교육원신축,1,R25BK00861354,000,r25bk00861354|000|(가칭)경상남도교육청-생태환경교육원-신축-설계공모,(가칭)경상남도교육청 생태환경교육원 신축 설계공모,20250522,경상남도교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)경상남도교육청 생태환경교육원 신축 설계공모,경상남도교육청,R25BK00861354
draft-group-063,가칭김해한국어교육센터구축사업,1,R25BK00976915,000,r25bk00976915|000|(가칭)김해한국어교육센터-구축사업-설계공모,(가칭)김해한국어교육센터 구축사업 설계공모,20250724,경상남도교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)김해한국어교육센터 구축사업 설계공모,경상남도교육청,R25BK00976915
draft-group-064,가칭꿈꾸는체험교육원건립공사,1,R25BK00627829,000,r25bk00627829|000|(가칭)꿈꾸는체험교육원-건립공사-설계공모,(가칭)꿈꾸는체험교육원 건립공사 설계공모,20250210,충청북도교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)꿈꾸는체험교육원 건립공사 설계공모,충청북도교육청,R25BK00627829
draft-group-065,가칭내곡유치원신축공사,1,R25BK00815019,000,r25bk00815019|000|(가칭)내곡유치원-신축공사-설계공모,(가칭)내곡유치원 신축공사 설계공모,20250428,충청북도교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)내곡유치원 신축공사 설계공모,충청북도교육청,R25BK00815019
draft-group-066,가칭대전학하중신축공사,1,R25BK00926607,000,r25bk00926607|000|(가칭)대전학하중-신축공사-설계공모,(가칭)대전학하중 신축공사 설계공모,20250626,대전광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)대전학하중 신축공사 설계공모,대전광역시교육청,R25BK00926607
draft-group-067,가칭둔촌동중학교도시형캠퍼스외1교둔촌초병설유신축공사,1,R25BK00884642,000,r25bk00884642|000|(가칭)둔촌동-중학교-도시형캠퍼스-외-1교(둔촌초병설유)-신축공사-설계-공모,(가칭)둔촌동 중학교 도시형캠퍼스 외 1교(둔촌초병설유) 신축공사 설계 공모,20250604,서울특별시교육청 서울특별시강동송파교육지원청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)둔촌동 중학교 도시형캠퍼스 외 1교(둔촌초병설유) 신축공사 설계 공모,서울특별시교육청 서울특별시강동송파교육지원청,R25BK00884642
draft-group-068,가칭명지3중학교교사신축,1,20240525394,000,20240525394|000|(가칭)명지3중학교-교사신축-건축설계공모,(가칭)명지3중학교 교사신축 건축설계공모,20240521,부산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)명지3중학교 교사신축 건축설계공모,부산광역시교육청,20240525394
draft-group-069,가칭백암복합문화센터건립사업,1,R25BK01249051,000,r25bk01249051|000|(가칭)-백암복합문화센터-건립사업-설계공모,(가칭) 백암복합문화센터 건립사업 설계공모,20251224,경기도 용인시,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭) 백암복합문화센터 건립사업 설계공모,경기도 용인시,R25BK01249051
draft-group-070,가칭부산환경체험교육관리모델링,1,R25BK00848838,000,r25bk00848838|000|(가칭)부산환경체험교육관-리모델링-건축설계공모,(가칭)부산환경체험교육관 리모델링 건축설계공모,20250515,부산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)부산환경체험교육관 리모델링 건축설계공모,부산광역시교육청,R25BK00848838
draft-group-071,가칭성진학교신설사업,1,R25BK01083636,000,r25bk01083636|000|(가칭)성진학교-신설사업-설계-공모,(가칭)성진학교 신설사업 설계 공모,20251013,서울특별시교육청 서울특별시성동광진교육지원청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)성진학교 신설사업 설계 공모,서울특별시교육청 서울특별시성동광진교육지원청,R25BK01083636
draft-group-072,가칭약수고등학교설립공사,1,R25BK00841822,000,r25bk00841822|000|가칭-약수고등학교-설립공사-건축설계공모,가칭 약수고등학교 설립공사 건축설계공모,20250513,울산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,가칭 약수고등학교 설립공사 건축설계공모,울산광역시교육청,R25BK00841822
draft-group-073,가칭에코1유치원교사신축,1,R25BK00775320,000,r25bk00775320|000|(가칭)에코1유치원-교사신축-건축설계공모,(가칭)에코1유치원 교사신축 건축설계공모,20250409,부산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)에코1유치원 교사신축 건축설계공모,부산광역시교육청,R25BK00775320
draft-group-074,가칭에코1초등학교교사신축,1,R25BK00789018,000,r25bk00789018|000|(가칭)에코1초등학교-교사신축-건축설계공모,(가칭)에코1초등학교 교사신축 건축설계공모,20250415,부산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)에코1초등학교 교사신축 건축설계공모,부산광역시교육청,R25BK00789018
draft-group-075,가칭에코3고등학교교사신축,1,R25BK01030682,000,r25bk01030682|000|(가칭)에코3고등학교-교사신축-건축설계공모,(가칭)에코3고등학교 교사신축 건축설계공모,20250829,부산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)에코3고등학교 교사신축 건축설계공모,부산광역시교육청,R25BK01030682
draft-group-076,가칭에코3중학교교사신축,1,R25BK00797681,000,r25bk00797681|000|(가칭)에코3중학교-교사신축-건축설계공모,(가칭)에코3중학교 교사신축 건축설계공모,20250418,부산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)에코3중학교 교사신축 건축설계공모,부산광역시교육청,R25BK00797681
draft-group-077,가칭에코6초등학교교사신축,1,R25BK00588019,000,r25bk00588019|000|(가칭)에코6초등학교-교사신축-건축설계공모,(가칭)에코6초등학교 교사신축 건축설계공모,20250117,부산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)에코6초등학교 교사신축 건축설계공모,부산광역시교육청,R25BK00588019
draft-group-078,가칭울산특수교육연구원설립공사,1,R25BK01121268,000,r25bk01121268|000|가칭-울산특수교육연구원-설립공사-건축설계공모,가칭 울산특수교육연구원 설립공사 건축설계공모,20251029,울산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,가칭 울산특수교육연구원 설립공사 건축설계공모,울산광역시교육청,R25BK01121268
draft-group-079,가칭유아숲생태놀이체험장,1,R25BK00663901,000,r25bk00663901|000|(가칭)유아숲ㆍ생태놀이-체험장-설계공모,(가칭)유아숲ㆍ생태놀이 체험장 설계공모,20250221,전북특별자치도교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)유아숲ㆍ생태놀이 체험장 설계공모,전북특별자치도교육청,R25BK00663901
draft-group-080,가칭일광고등학교교사신축,1,20240504406,000,20240504406|000|(가칭)일광고등학교-교사신축-건축설계공모,(가칭)일광고등학교 교사신축 건축설계공모,20240503,부산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)일광고등학교 교사신축 건축설계공모,부산광역시교육청,20240504406
draft-group-081,가칭전라남도교육청역사유물기록원설립개축공사,1,R25BK00943025,000,r25bk00943025|000|가칭-전라남도교육청-역사유물기록원-설립-개축공사-설계공모,가칭 전라남도교육청 역사유물기록원 설립 개축공사 설계공모,20250704,전라남도교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,가칭 전라남도교육청 역사유물기록원 설립 개축공사 설계공모,전라남도교육청,R25BK00943025
draft-group-082,가칭정관2중학교교사신축,1,20240541161,000,20240541161|000|(가칭)정관2중학교-교사신축-건축설계공모,(가칭)정관2중학교 교사신축 건축설계공모,20240531,부산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)정관2중학교 교사신축 건축설계공모,부산광역시교육청,20240541161
draft-group-083,가칭제2다운초등학교신축공사,1,R25BK00785305,000,r25bk00785305|000|가칭-제2다운초등학교-신축공사-건축설계공모,가칭 제2다운초등학교 신축공사 건축설계공모,20250414,울산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,가칭 제2다운초등학교 신축공사 건축설계공모,울산광역시교육청,R25BK00785305
draft-group-084,가칭제3공립특수학교설립공사,1,R25BK00571443,000,r25bk00571443|000|가칭-제3공립-특수학교-설립공사-건축설계공모,가칭 제3공립 특수학교 설립공사 건축설계공모,20250110,울산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,가칭 제3공립 특수학교 설립공사 건축설계공모,울산광역시교육청,R25BK00571443
draft-group-085,가칭중부권광역발명교육지원센터건립공사,1,R25BK01114219,000,r25bk01114219|000|(가칭)중부권-광역발명교육지원센터-건립공사-설계공모,(가칭)중부권 광역발명교육지원센터 건립공사 설계공모,20251027,충청북도교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)중부권 광역발명교육지원센터 건립공사 설계공모,충청북도교육청,R25BK01114219
draft-group-086,가칭천안업성2유치원교사신축공사,1,R25BK00962842,000,r25bk00962842|000|(가칭)천안업성2유치원-교사-신축공사-설계공모-공고,(가칭)천안업성2유치원 교사 신축공사 설계공모 공고,20250717,충청남도교육청 충청남도천안교육지원청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)천안업성2유치원 교사 신축공사 설계공모 공고,충청남도교육청 충청남도천안교육지원청,R25BK00962842
draft-group-087,가칭탕정3유치원신축공사,1,R25BK00768774,000,r25bk00768774|000|(가칭)탕정3유치원-신축공사-설계공모,(가칭)탕정3유치원 신축공사 설계공모,20250407,충청남도교육청 충청남도아산교육지원청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)탕정3유치원 신축공사 설계공모,충청남도교육청 충청남도아산교육지원청,R25BK00768774
draft-group-088,가칭탕정9초등학교신축공사,1,R25BK00821665,000,r25bk00821665|000|(가칭)탕정9초등학교-신축공사-설계공모,(가칭)탕정9초등학교 신축공사 설계공모,20250430,충청남도교육청 충청남도아산교육지원청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)탕정9초등학교 신축공사 설계공모,충청남도교육청 충청남도아산교육지원청,R25BK00821665
draft-group-089,가칭합강1초등학교신축공사제안,1,R25BK00588430,000,r25bk00588430|000|(가칭)합강1초등학교-신축공사-제안설계공모,(가칭)합강1초등학교 신축공사 제안설계공모,20250117,세종특별자치시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)합강1초등학교 신축공사 제안설계공모,세종특별자치시교육청,R25BK00588430
draft-group-090,가칭해마루고등학교신축공사,1,R25BK00806626,000,r25bk00806626|000|가칭)해마루고등학교-신축공사-설계공모,가칭)해마루고등학교 신축공사 설계공모,20250423,경상북도교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,가칭)해마루고등학교 신축공사 설계공모,경상북도교육청,R25BK00806626
draft-group-091,가칭혁신초중학교신축공사,1,R25BK00644533,000,r25bk00644533|000|(가칭)혁신초중학교-신축공사-설계공모,(가칭)혁신초중학교 신축공사 설계공모,20250214,충청북도교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,(가칭)혁신초중학교 신축공사 설계공모,충청북도교육청,R25BK00644533
draft-group-092,감곡중교실증축기타공사,1,R25BK00664767,000,r25bk00664767|000|감곡중-교실-증축-및-기타공사-설계공모,감곡중 교실 증축 및 기타공사 설계공모,20250301,충청북도교육청 충청북도음성교육지원청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,감곡중 교실 증축 및 기타공사 설계공모,충청북도교육청 충청북도음성교육지원청,R25BK00664767
draft-group-093,강구항어촌신활력증진사업유형1영덕ui수산복합영덕ui주거플랫폼,1,R25BK01095613,000,r25bk01095613|000|강구항-어촌신활력증진사업(유형1)-영덕ui-수산복합-및-영덕ui-주거-플랫폼-조성사업-건축설계-공모,강구항 어촌신활력증진사업(유형1) 영덕UI 수산복합 및 영덕UI 주거 플랫폼 조성사업 건축설계 공모,20251016,경상북도 영덕군,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,강구항 어촌신활력증진사업(유형1) 영덕UI 수산복합 및 영덕UI 주거 플랫폼 조성사업 건축설계 공모,경상북도 영덕군,R25BK01095613
draft-group-094,강릉시농업기술센터청사신축,1,R25BK01254382,000,r25bk01254382|000|강릉시-농업기술센터-청사-신축-설계공모,강릉시 농업기술센터 청사 신축 설계공모,20251231,강원특별자치도 강릉시 농업기술센터,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,강릉시 농업기술센터 청사 신축 설계공모,강원특별자치도 강릉시 농업기술센터,R25BK01254382
draft-group-095,강원특별자치도노인회관신축,1,R25BK00915730,000,r25bk00915730|000|강원특별자치도-노인회관-신축-설계-공모,강원특별자치도 노인회관 신축 설계 공모,20250623,강원특별자치도,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,강원특별자치도 노인회관 신축 설계 공모,강원특별자치도,R25BK00915730
draft-group-096,강진군실내스포츠센터,1,R25BK00796893,000,r25bk00796893|000|강진군-실내스포츠센터-건립사업-설계공모(간이공모),강진군 실내스포츠센터 건립사업 설계공모(간이공모),20250417,전라남도 강진군,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,강진군 실내스포츠센터 건립사업 설계공모(간이공모),전라남도 강진군,R25BK00796893
draft-group-097,강진목재문화체험장조성사업,1,R25BK00657776,000,r25bk00657776|000|강진-목재문화체험장-조성사업-건축설계-공모,강진 목재문화체험장 조성사업 건축설계 공모,20250219,전라남도 강진군,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,강진 목재문화체험장 조성사업 건축설계 공모,전라남도 강진군,R25BK00657776
draft-group-098,개금동레일스포츠파크조성사업,1,R25BK01059000,000,r25bk01059000|000|개금동-레일스포츠파크-조성사업-설계공모,개금동 레일스포츠파크 조성사업 설계공모,20250915,부산광역시 부산진구,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,개금동 레일스포츠파크 조성사업 설계공모,부산광역시 부산진구,R25BK01059000
draft-group-099,개금동하하haha센터건립,1,20240601551,000,20240601551|000|개금동-하하(haha)센터-건립-건축-설계공모,개금동 하하(HAHA)센터 건립 건축 설계공모,20240611,부산광역시 부산진구,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,개금동 하하(HAHA)센터 건립 건축 설계공모,부산광역시 부산진구,20240601551
draft-group-100,갯벌치유관광플랫폼조성사업,1,R25BK00822480,000,r25bk00822480|000|갯벌치유-관광플랫폼-조성사업-설계공모(제안),갯벌치유 관광플랫폼 조성사업 설계공모(제안),20250430,전라남도 순천시,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,갯벌치유 관광플랫폼 조성사업 설계공모(제안),전라남도 순천시,R25BK00822480
draft-group-101,거제교육지원청청사신축,1,R25BK01029042,000,r25bk01029042|000|거제교육지원청-청사-신축-설계공모-공고,거제교육지원청 청사 신축 설계공모 공고,20250827,경상남도교육청 경상남도거제교육지원청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,거제교육지원청 청사 신축 설계공모 공고,경상남도교육청 경상남도거제교육지원청,R25BK01029042
draft-group-102,거창군육아드림센터건립사업,1,R25BK01029052,000,r25bk01029052|000|거창군-육아드림센터-건립사업-설계공모,거창군 육아드림센터 건립사업 설계공모,20250827,경상남도 거창군,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,거창군 육아드림센터 건립사업 설계공모,경상남도 거창군,R25BK01029052
draft-group-103,거학초등학교그린스마트스쿨리모델링,1,20240323563,000,20240323563|000|거학초등학교-그린스마트스쿨-리모델링-건축설계공모,거학초등학교 그린스마트스쿨 리모델링 건축설계공모,20240315,부산광역시교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,거학초등학교 그린스마트스쿨 리모델링 건축설계공모,부산광역시교육청,20240323563
draft-group-104,건강검진센터등리모델링,1,R25BK01026744,000,"r25bk01026744|000|「공주의료원-외래,-건강검진센터-등-리모델링」설계공모-(제안공모)","「공주의료원 외래, 건강검진센터 등 리모델링」설계공모 (제안공모)",20250826,충청남도공주의료원,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,"「공주의료원 외래, 건강검진센터 등 리모델링」설계공모 (제안공모)",충청남도공주의료원,R25BK01026744
draft-group-105,검단신도시4단계,1,R25BK01069876,000,r25bk01069876|000|검단신도시-4단계-개발사업(3-1공구)-공원화장실-건립사업-기본-및-실시설계-용역-설계공모(간이공모),검단신도시 4단계 개발사업(3-1공구) 공원화장실 건립사업 기본 및 실시설계 용역 설계공모(간이공모),20250922,인천도시공사,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,검단신도시 4단계 개발사업(3-1공구) 공원화장실 건립사업 기본 및 실시설계 용역 설계공모(간이공모),인천도시공사,R25BK01069876
draft-group-106,경기광주세무서청사신축공사제안,1,R25BK01053568,000,r25bk01053568|000|경기광주세무서-청사-신축공사(제안설계공모),경기광주세무서 청사 신축공사(제안설계공모),20250911,국세청 중부지방국세청 경기광주세무서,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,경기광주세무서 청사 신축공사(제안설계공모),국세청 중부지방국세청 경기광주세무서,R25BK01053568
draft-group-107,경기더드림경기실크리모델링,1,R25BK00793720,000,r25bk00793720|000|경기더드림-경기실크-리모델링-건축설계-공모(제안공모),경기더드림 경기실크 리모델링 건축설계 공모(제안공모),20250416,경기도 여주시,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,경기더드림 경기실크 리모델링 건축설계 공모(제안공모),경기도 여주시,R25BK00793720
draft-group-108,경남글로벌융복합콘텐츠산업타운조성사업,1,R25BK01025173,000,r25bk01025173|000|경남-글로벌-융복합-콘텐츠산업타운-조성사업-건축설계공모-공고,경남 글로벌 융복합 콘텐츠산업타운 조성사업 건축설계공모 공고,20250825,경상남도 김해시,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,경남 글로벌 융복합 콘텐츠산업타운 조성사업 건축설계공모 공고,경상남도 김해시,R25BK01025173
draft-group-109,경덕중학교그린스마트미래학교교사개축공사,1,R25BK00666029,000,r25bk00666029|000|경덕중학교-그린스마트-미래학교-교사-개축공사-설계용역-설계공모,경덕중학교 그린스마트 미래학교 교사 개축공사 설계용역 설계공모,20250224,경상북도안동교육청 경덕중학교,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,경덕중학교 그린스마트 미래학교 교사 개축공사 설계용역 설계공모,경상북도안동교육청 경덕중학교,R25BK00666029
draft-group-110,경동119안전센터건립공사,1,R25BK01133652,000,r25bk01133652|000|경동119안전센터-건립공사-설계공모(간이공모),경동119안전센터 건립공사 설계공모(간이공모),20251105,전라남도 목포소방서,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,경동119안전센터 건립공사 설계공모(간이공모),전라남도 목포소방서,R25BK01133652
draft-group-111,경북대학교급수탑주변공원조성사업,1,R25BK00815011,000,r25bk00815011|000|경북대학교-급수탑-주변-공원-조성사업-설계공모,경북대학교 급수탑 주변 공원 조성사업 설계공모,20250428,경북대학교,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,경북대학교 급수탑 주변 공원 조성사업 설계공모,경북대학교,R25BK00815011
draft-group-112,경북대학교중앙도서관리모델링서고확장,1,R25BK00818636,000,r25bk00818636|000|경북대학교-중앙도서관-리모델링-및-서고확장-설계용역-설계공모,경북대학교 중앙도서관 리모델링 및 서고확장 설계용역 설계공모,20250429,경북대학교,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,경북대학교 중앙도서관 리모델링 및 서고확장 설계용역 설계공모,경북대학교,R25BK00818636
draft-group-113,경상남도교육청함양도서관이전신축,1,R25BK00554120,000,r25bk00554120|000|경상남도교육청-함양도서관-이전-신축-설계공모,경상남도교육청 함양도서관 이전 신축 설계공모,20250106,경상남도교육청 경상남도함양교육지원청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,경상남도교육청 함양도서관 이전 신축 설계공모,경상남도교육청 경상남도함양교육지원청,R25BK00554120
draft-group-114,경상남도역사문화공원건립사업,1,R25BK01048363,000,r25bk01048363|000|경상남도-역사문화공원-건립사업-기본.실시설계용역-설계공모-공고,경상남도 역사문화공원 건립사업 기본.실시설계용역 설계공모 공고,20250909,경상남도,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,경상남도 역사문화공원 건립사업 기본.실시설계용역 설계공모 공고,경상남도,R25BK01048363
draft-group-115,경상북도교육청환경교육센터구축사업,1,R25BK00600042,000,r25bk00600042|000|경상북도교육청-환경교육센터-구축사업-건축설계공모,경상북도교육청 환경교육센터 구축사업 건축설계공모,20250123,경상북도교육청,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,경상북도교육청 환경교육센터 구축사업 건축설계공모,경상북도교육청,R25BK00600042
draft-group-116,경상북도국민안전체험관건립,1,R25BK01169662,000,r25bk01169662|000|경상북도-국민안전체험관건립-설계공모,경상북도 국민안전체험관건립 설계공모,20251120,경상북도,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,경상북도 국민안전체험관건립 설계공모,경상북도,R25BK01169662
draft-group-117,경상북도사회복지회관등건립,1,R25BK00887973,000,r25bk00887973|000|경상북도-사회복지회관-등-건립-설계공모,경상북도 사회복지회관 등 건립 설계공모,20250605,경상북도,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,경상북도 사회복지회관 등 건립 설계공모,경상북도,R25BK00887973
draft-group-118,경주시복합문화도서관가칭건립국제,1,R25BK01063843,000,r25bk01063843|000|경주시-복합문화도서관(가칭)-건립-국제설계공모,경주시 복합문화도서관(가칭) 건립 국제설계공모,20250917,경상북도 경주시 시립도서관,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,경주시 복합문화도서관(가칭) 건립 국제설계공모,경상북도 경주시 시립도서관,R25BK01063843
draft-group-119,계곡면기초생활거점조성사업세부,1,R25BK00985538,000,r25bk00985538|000|계곡면-기초생활거점조성사업-세부설계용역-건축설계공모,계곡면 기초생활거점조성사업 세부설계용역 건축설계공모,20250730,한국농어촌공사 전남지역본부 해남.완도지사,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,계곡면 기초생활거점조성사업 세부설계용역 건축설계공모,한국농어촌공사 전남지역본부 해남.완도지사,R25BK00985538
draft-group-120,계촌웰컴센터,1,R25BK01005737,000,r25bk01005737|000|계촌-웰컴센터-공연장-조성사업-기본-및-실시설계-용역-일반설계-공모,계촌 웰컴센터 공연장 조성사업 기본 및 실시설계 용역 일반설계 공모,20250812,강원특별자치도 평창군,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,계촌 웰컴센터 공연장 조성사업 기본 및 실시설계 용역 일반설계 공모,강원특별자치도 평창군,R25BK01005737
draft-group-121,계획공모형지역관광개발기반시설부분,1,R25BK01154055,000,r25bk01154055|000|계획공모형-지역관광개발(기반시설-부분)-건축설계공모,계획공모형 지역관광개발(기반시설 부분) 건축설계공모,20251114,강원특별자치도 영월군,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,계획공모형 지역관광개발(기반시설 부분) 건축설계공모,강원특별자치도 영월군,R25BK01154055
draft-group-122,고군농공단지청년문화센터건립사업,1,R25BK00742725,000,r25bk00742725|000|고군농공단지-청년문화센터-건립사업-건축-설계공모,고군농공단지 청년문화센터 건립사업 건축 설계공모,20250325,전라남도 진도군,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,고군농공단지 청년문화센터 건립사업 건축 설계공모,전라남도 진도군,R25BK00742725
draft-group-123,고덕면행정복지센터,1,R25BK01135380,000,r25bk01135380|000|고덕면-행정복지센터-및-고덕보건지소-건립-기본-및-실시설계-용역(제안설계공모),고덕면 행정복지센터 및 고덕보건지소 건립 기본 및 실시설계 용역(제안설계공모),20251105,경기도 평택시,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,고덕면 행정복지센터 및 고덕보건지소 건립 기본 및 실시설계 용역(제안설계공모),경기도 평택시,R25BK01135380
draft-group-124,고성소방서회화119안전센터신축사업,1,R25BK00882710,000,r25bk00882710|000|고성소방서-회화119안전센터-신축사업-기본·실시설계용역-설계공모-공고,고성소방서 회화119안전센터 신축사업 기본·실시설계용역 설계공모 공고,20250602,경상남도,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,고성소방서 회화119안전센터 신축사업 기본·실시설계용역 설계공모 공고,경상남도,R25BK00882710
draft-group-125,고성웰니스워케이션센터조성사업,1,R25BK00736313,000,r25bk00736313|000|고성-웰니스-워케이션센터-조성사업-건축-설계공모,고성 웰니스 워케이션센터 조성사업 건축 설계공모,20250324,제주특별자치도개발공사,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,고성 웰니스 워케이션센터 조성사업 건축 설계공모,제주특별자치도개발공사,R25BK00736313
draft-group-126,고아농공청년문화센터건립공사,1,R25BK01077803,000,r25bk01077803|000|고아농공-청년문화센터-건립공사-설계용역-설계공모,고아농공 청년문화센터 건립공사 설계용역 설계공모,20250925,경상북도 구미시,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,고아농공 청년문화센터 건립공사 설계용역 설계공모,경상북도 구미시,R25BK01077803
draft-group-127,고양관산119안전센터신축,1,R25BK01200355,000,r25bk01200355|000|고양-관산119안전센터-신축-설계공모,고양 관산119안전센터 신축 설계공모,20251203,경기도 소방재난본부,accepted,?? ?? baseline ??? ?? ??,keep,?? ?? baseline ??? ?? ??,고양 관산119안전센터 신축 설계공모,경기도 소방재난본부,R25BK01200355
